-,-,-
-362, 0, 302
-264, -249, 636
-339, -247, 714
-423, -180, 675
-510, -182, 624
-510, -182, 624
-583, -285, 556
-619, -403, 398
-596, -624, 191
-467, -1059, 199
-292, -1385, 332
-167, -1243, 310
-62, -888, 373
-109, -214, 595
-260, 812, 909
-445, 1846, 1334
-600, 1997, 1500
-591, 1997, 1483
-396, 1997, 1106
-177, 1847, 795
-37, 885, 806
-81, -354, 1253
-344, -1303, 1428
-629, -1948, 1488
-851, -1998, 1727
-1027, -1991, 1795
-1067, -1544, 1498
-1026, -851, 1019
-,-,-
-448, -137, 66
-399, -399, 222
-361, -614, 193
-332, -774, 182
-387, -737, 297
-500, -514, 366
-586, -325, 580
-662, -221, 769
-662, -221, 769
-649, -248, 803
-562, -208, 533
-557, 44, 386
-612, 254, 624
-772, 452, 780
-872, 469, 877
-802, 169, 1050
-683, 10, 1097
-658, 355, 1140
-658, 355, 1140
-713, 966, 1179
-671, 1524, 1074
-527, 1850, 882
-356, 1780, 746
-205, 1456, 586
-62, 802, 691
-108, 64, 1140
-256, -591, 1304
-412, -1182, 1496
-533, -1649, 1668
-660, -1826, 1454
-748, -1661, 1287
-790, -1284, 1107
-777, -973, 921
-,-,-
-524, 53, 81
-419, -46, -13
-357, -205, 72
-357, -205, 72
-294, -345, 393
-203, -373, 427
-82, -579, 208
8, -903, 44
83, -1220, -174
120, -1275, -246
41, -1071, -3
-135, -653, 344
-135, -653, 344
-276, -76, 929
-447, 775, 1481
-532, 1446, 1722
-452, 1917, 1681
-393, 1997, 1616
-406, 1997, 1396
-304, 1879, 997
-248, 1015, 579
-299, 149, 374
-421, -784, 926
-564, -1451, 1586
-747, -1603, 1736
-923, -1458, 1862
-1029, -1183, 1915
-1030, -720, 1560
-,-,-
-550, 123, 400
-637, 200, 134
-582, 36, 367
-525, -70, 729
-502, -160, 847
-534, -125, 649
-566, -81, 403
-567, -87, 285
-529, -176, 114
-529, -176, 114
-434, -274, -64
-300, -452, -136
-200, -751, -102
-131, -1000, -94
-75, -1302, 23
-100, -1470, 382
-274, -980, 816
-397, -169, 1278
-385, 645, 1483
-374, 1682, 1371
-380, 1997, 1338
-353, 1997, 1266
-252, 1997, 868
-116, 1833, 536
-165, 914, 505
-203, -214, 829
-344, -1209, 1466
-601, -1761, 1994
-877, -1808, 1998
-1014, -1561, 1990
-1045, -1092, 1733
-1022, -620, 1333
-,-,-
-646, 255, 217
-646, 255, 217
-579, 180, 142
-533, 26, 190
-493, -71, 454
-445, -88, 639
-372, -166, 581
-299, -315, 369
-225, -588, 240
-208, -771, 127
-208, -771, 127
-194, -858, -21
-153, -1012, -194
-107, -1082, -71
-148, -664, 295
-283, 152, 721
-390, 774, 1291
-455, 1379, 1519
-519, 1876, 1524
-521, 1996, 1514
-472, 1997, 1299
-303, 1692, 1001
-152, 914, 847
-215, 19, 995
-428, -716, 1179
-657, -1328, 1489
-830, -1676, 1944
-982, -1546, 1998
-984, -1385, 1933
-973, -951, 1415
-894, -605, 1049
-798, -322, 894
-,-,-
-608, -41, -131
-536, -84, 69
-512, -195, 465
-461, -216, 623
-425, -251, 582
-364, -287, 619
-326, -271, 623
-270, -275, 494
-187, -382, 360
-49, -705, 153
-49, -705, 153
17, -1013, -75
17, -1147, -187
-6, -1114, -20
-202, -834, 308
-487, -264, 786
-741, 633, 1352
-884, 1669, 1808
-914, 1997, 1954
-805, 1997, 1756
-594, 1997, 1364
-280, 1934, 1103
-78, 1148, 1021
-105, 141, 1009
-335, -635, 759
-537, -1376, 875
-766, -1779, 1255
-912, -1932, 1526
-993, -1703, 1448
-982, -1267, 1293
-930, -749, 1057
-,-,-
-412, -116, 285
-369, -179, 504
-314, -279, 479
-261, -430, 404
-236, -505, 388
-244, -452, 245
-271, -326, 68
-271, -326, 68
-354, -102, -36
-451, 8, 249
-533, -86, 612
-644, -334, 612
-655, -777, 690
-546, -983, 876
-420, -496, 981
-373, 490, 1268
-416, 1492, 1545
-455, 1995, 1510
-411, 1997, 1214
-260, 1977, 817
-260, 1977, 817
-135, 1340, 642
-169, 386, 723
-314, -534, 888
-533, -1133, 1071
-726, -1539, 1594
-977, -1734, 1998
-1154, -1497, 1889
-1139, -1213, 1646
-1008, -356, 1355
-913, -68, 1143
-,-,-
-526, 192, 127
-536, 139, 107
-510, 5, 425
-510, 5, 425
-588, 11, 713
-596, 5, 592
-530, -101, 305
-470, -279, 217
-456, -468, 314
-456, -468, 314
-379, -748, 298
-310, -990, -51
-192, -1319, -92
-105, -1422, 194
-74, -1065, 424
-149, -182, 605
-255, 726, 891
-367, 1619, 1150
-432, 1997, 1264
-430, 1997, 1265
-427, 1997, 1043
-340, 1986, 829
-276, 1377, 691
-286, 373, 863
-362, -608, 1376
-675, -1278, 1805
-908, -1812, 1998
-1037, -1760, 1998
-1018, -1615, 1864
-974, -1214, 1476
-877, -810, 1064
-,-,-
-759, 167, 223
-744, 225, 116
-680, 157, 161
-623, 72, 234
-623, 72, 234
-582, -15, 454
-548, -35, 508
-492, -52, 398
-408, -71, 283
-265, -244, 272
-159, -490, 221
-165, -682, 182
-165, -682, 182
-200, -881, 182
-278, -889, 146
-293, -903, 280
-284, -805, 517
-418, -321, 785
-562, 606, 907
-622, 1471, 1104
-672, 1982, 1283
-678, 1997, 1167
-536, 1997, 807
-316, 1902, 531
-169, 1115, 563
-188, 98, 677
-384, -799, 1071
-697, -1315, 1618
-917, -1840, 1998
-1086, -1984, 1998
-1171, -1789, 1949
-1173, -1235, 1425
-,-,-
-672, -171, 94
-621, -182, 209
-549, -43, 140
-460, 12, -7
-406, -141, 140
-326, -326, 506
-235, -459, 605
-167, -586, 395
-167, -586, 395
-69, -911, 205
-55, -1295, 317
-134, -1223, 470
-287, -681, 570
-473, 133, 717
-624, 1129, 954
-717, 1918, 1294
-664, 1997, 1336
-544, 1997, 1044
-378, 1997, 680
-227, 1748, 747
-220, 771, 1000
-284, -50, 953
-410, -838, 1213
-630, -1464, 1695
-811, -1680, 1805
-926, -1527, 1753
-988, -1229, 1750
-1019, -848, 1456
-1001, -467, 1227
-,-,-
-691, 223, 263
-595, 97, 404
-551, -33, 547
-489, -165, 456
-447, -294, 341
-447, -294, 341
-390, -477, 220
-334, -651, 63
-302, -798, -43
-243, -1008, -70
-163, -1086, -135
-70, -1021, -7
-28, -658, 343
-122, 230, 780
-308, 1362, 1114
-512, 1991, 1394
-633, 1997, 1593
-625, 1997, 1402
-490, 1942, 1066
-369, 1315, 893
-324, 338, 932
-424, -339, 926
-424, -339, 926
-539, -933, 1097
-711, -1322, 1439
-811, -1683, 1707
-977, -1372, 1696
-989, -970, 1331
-904, -639, 872
-904, -639, 872
-,-,-
-764, 186, 325
-764, 186, 325
-710, 122, 235
-667, 141, 226
-617, 59, 296
-593, -40, 339
-566, -80, 314
-517, -182, 396
-439, -246, 384
-290, -386, 183
-290, -386, 183
-191, -668, 75
-108, -946, -42
-77, -1263, -52
-68, -1305, -10
-44, -957, 154
-178, 22, 439
-399, 1230, 1020
-614, 1992, 1685
-727, 1997, 1863
-643, 1997, 1458
-438, 1959, 1161
-273, 1346, 899
-224, 403, 675
-354, -596, 693
-354, -596, 693
-536, -1226, 881
-800, -1551, 1401
-1095, -1477, 1924
-1262, -837, 1991
-1218, -439, 1785
-1088, -156, 1407
-910, -80, 1107
-750, -51, 817
-,-,-
-806, 31, 162
-805, 244, 187
-708, 234, 141
-563, -65, 253
-458, -321, 642
-345, -431, 853
-216, -476, 635
-216, -476, 635
-92, -597, 297
-58, -657, 76
-67, -702, -22
-94, -833, 79
-200, -749, 304
-393, -363, 547
-618, 70, 903
-804, 549, 1241
-804, 549, 1241
-903, 1168, 1409
-853, 1605, 1558
-755, 1930, 1405
-672, 1997, 1296
-472, 1994, 1177
-301, 1683, 883
-289, 875, 734
-323, 84, 659
-440, -530, 790
-610, -1131, 1251
-777, -1541, 1690
-896, -1484, 1685
-983, -1240, 1598
-,-,-
-616, 200, 218
-567, 248, 137
-449, 108, 243
-449, 108, 243
-351, -94, 393
-289, -309, 555
-283, -600, 684
-286, -720, 520
-292, -658, 287
-325, -501, 174
-308, -368, 127
-207, -321, 79
-203, -180, 178
-338, -189, 442
-437, -358, 846
-483, -59, 1091
-483, -59, 1091
-616, 560, 1512
-848, 1396, 1954
-865, 1966, 1998
-717, 1997, 1837
-493, 1997, 1543
-205, 1881, 1120
75, 1170, 695
143, 251, 413
-16, -631, 497
-265, -1148, 741
-468, -1347, 1067
-696, -1553, 1664
-930, -1492, 1875
-1023, -1291, 1757
-1051, -938, 1634
-,-,-
-639, 162, 328
-662, 165, 194
-678, 162, 311
-650, 76, 524
-661, -16, 501
-646, -135, 340
-633, -278, 336
-641, -346, 394
-530, -507, 355
-530, -507, 355
-444, -604, 198
-313, -884, 45
-135, -1072, -6
-67, -1002, 55
-84, -680, 358
-199, -54, 544
-325, 853, 761
-464, 1681, 1096
-625, 1997, 1411
-736, 1997, 1522
-717, 1979, 1247
-685, 1336, 1149
-595, 424, 1033
-571, -490, 1233
-721, -1124, 1295
-890, -1639, 1319
-957, -1684, 1333
-941, -1473, 1385
-917, -1138, 1254
-884, -703, 1006
-782, -256, 673
-730, 17, 536
-,-,-
-720, 113, 287
-670, 133, 266
-670, 133, 266
-628, 200, 297
-610, 193, 308
-557, 177, 215
-513, 127, 142
-484, 97, 189
-423, -30, 200
-330, -297, 7
-330, -297, 7
-210, -700, -30
-133, -1001, 6
-103, -1076, 95
-105, -1027, 120
-122, -708, 291
-214, 45, 593
-413, 1061, 937
-601, 1893, 1329
-740, 1997, 1434
-739, 1997, 1233
-588, 1968, 1000
-481, 1417, 874
-462, 477, 903
-462, 477, 903
-560, -349, 985
-678, -1077, 1223
-763, -1456, 1448
-806, -1690, 1532
-844, -1568, 1410
-856, -1253, 1290
-849, -831, 1154
-800, -501, 967
-,-,-
-793, 169, 481
-720, 69, 584
-635, -58, 533
-604, -165, 387
-584, -133, 241
-527, -103, 92
-462, -124, 1
-401, -141, -102
-320, -258, -154
-266, -469, -72
-266, -469, -72
-285, -761, 103
-314, -1107, 261
-333, -1302, 457
-378, -985, 665
-414, -268, 849
-442, 499, 925
-433, 1228, 974
-421, 1796, 885
-357, 1888, 883
-358, 1831, 921
-309, 1499, 766
-352, 1003, 457
-473, 606, 177
-471, 210, 509
-471, 210, 509
-588, 25, 1279
-740, -277, 1974
-772, -804, 1998
-873, -869, 1998
-842, -890, 1995
-808, -807, 1768
-747, -560, 1288
-,-,-
-581, 139, 154
-488, 5, 357
-460, 20, 494
-451, 73, 544
-464, 16, 597
-464, 16, 597
-463, -87, 710
-471, -116, 681
-459, -212, 506
-448, -350, 335
-408, -569, 217
-316, -784, 178
-212, -907, 157
-77, -1042, 261
-27, -1060, 498
-93, -832, 654
-210, -187, 735
-210, -187, 735
-298, 706, 923
-448, 1790, 1240
-520, 1997, 1708
-513, 1997, 1533
-411, 1997, 1036
-292, 1990, 853
-209, 1238, 923
-133, 18, 892
-187, -1107, 1019
-402, -1758, 1339
-567, -1911, 1716
-670, -1621, 1818
-754, -1130, 1666
-796, -701, 1389
-804, -338, 1139
-827, -98, 1066
-807, 19, 1012
-,-,-
-636, 117, 429
-591, 43, 491
-548, -29, 584
-556, -15, 713
-608, 13, 723
-621, 17, 571
-621, 17, 571
-602, 62, 406
-580, 125, 238
-537, 152, 150
-489, 190, 84
-432, 94, 94
-432, 94, 94
-375, -142, 160
-265, -597, 122
-191, -1161, 44
-137, -1629, 156
-108, -1637, 548
-97, -1122, 864
-208, -144, 1211
-283, 937, 1499
-370, 1930, 1528
-354, 1997, 1519
-260, 1997, 1148
-130, 1997, 927
2, 1804, 826
-19, 825, 784
-19, 825, 784
-67, -349, 729
-226, -1521, 1108
-422, -1998, 1817
-607, -1998, 1998
-754, -1789, 1959
-,-,-
-626, 234, 321
-567, 170, 364
-534, 147, 345
-453, 77, 224
-453, 77, 224
-344, -66, 159
-269, -182, 283
-172, -299, 292
-51, -556, 139
22, -842, 0
52, -1116, -3
52, -1116, -3
14, -1286, 149
-146, -1167, 413
-291, -816, 630
-415, -133, 1006
-539, 774, 1489
-620, 1683, 1810
-615, 1997, 1800
-464, 1997, 1485
-342, 1997, 1115
-127, 1990, 838
104, 1295, 543
240, -34, 599
74, -1031, 863
74, -1031, 863
-164, -1743, 1262
-464, -1993, 1775
-731, -1865, 1998
-929, -1395, 1919
-1015, -427, 1532
-938, -202, 1244
-869, -21, 1025
-,-,-
-483, 112, 190
-461, -17, 311
-465, -49, 591
-495, -90, 776
-495, -90, 776
-512, -125, 632
-542, -90, 465
-561, -23, 360
-573, -41, 240
-566, -166, 257
-490, -509, 143
-389, -999, 102
-287, -1327, 197
-258, -1335, 388
-292, -966, 634
-340, -180, 888
-363, 679, 1215
-363, 679, 1215
-349, 1634, 1276
-317, 1997, 1346
-252, 1997, 1285
-209, 1997, 1116
-92, 1994, 867
-90, 1399, 848
-178, 445, 704
-127, -1038, 968
-351, -1933, 1474
-524, -1998, 1694
-683, -1826, 1711
-796, -1373, 1722
-857, -860, 1425
-854, -514, 1101
-826, -311, 1005
-846, -43, 952
-,-,-
-493, 145, 232
-493, 145, 232
-459, 97, 540
-416, 34, 704
-416, -19, 631
-383, -89, 511
-359, -167, 361
-338, -302, 229
-300, -649, 162
-205, -1148, 87
-205, -1148, 160
-90, -1581, 160
-51, -1604, 394
-58, -1141, 715
-58, -277, 994
-143, 886, 1171
-231, 1903, 1311
-236, 1997, 1331
-226, 1997, 1156
-83, 1997, 954
60, 1940, 676
56, 960, 459
77, -378, 530
77, -378, 530
-38, -1369, 1087
-266, -1937, 1875
-468, -1998, 1998
-637, -1800, 1924
-750, -1290, 1704
-821, -731, 1500
-845, -327, 1313
-836, -155, 1186
-,-,-
-590, 315, 353
-534, 104, 518
-476, -80, 501
-448, -217, 369
-416, -297, 254
-400, -263, 242
-356, -168, 235
-330, -70, 184
-259, -23, 11
-259, -23, 11
-144, -252, 119
-121, -557, 296
-72, -1158, 500
-35, -1644, 794
-90, -1406, 1009
-214, -660, 1140
-334, 507, 1271
-285, 1447, 1486
-216, 1990, 1339
-178, 1997, 1052
-135, 1997, 824
42, 1997, 581
134, 1335, 635
134, 1335, 635
99, 247, 613
74, -890, 1017
-150, -1736, 1886
-400, -1971, 1998
-597, -1682, 1998
-797, -1100, 1814
-,-,-
-634, 198, 204
-600, 162, 383
-509, 84, 343
-422, -47, 272
-367, -95, 157
-349, -151, 145
-349, -151, 145
-346, -227, 353
-310, -349, 444
-217, -532, 297
-121, -752, 201
-84, -1076, 306
-80, -1348, 281
-131, -1292, 356
-231, -662, 618
-364, 499, 941
-425, 1565, 1266
-449, 1997, 1369
-459, 1997, 1304
-367, 1997, 1086
-59, 1995, 595
163, 1157, 491
192, -150, 702
192, -150, 702
-54, -958, 984
-328, -1388, 1562
-516, -1631, 1978
-664, -1744, 1998
-836, -1431, 1998
-909, -1103, 1894
-,-,-
-405, 223, 204
-321, -88, 85
-321, -88, 85
-185, -418, 6
-34, -817, 52
132, -1373, 167
177, -1659, 279
96, -1467, 382
-10, -962, 541
-190, -183, 747
-315, 509, 1220
-315, 509, 1220
-403, 1340, 1503
-349, 1947, 1605
-238, 1997, 1447
-152, 1997, 1186
-33, 1997, 903
156, 1605, 606
215, 529, 626
54, -411, 820
-229, -1406, 1220
-493, -1955, 1793
-705, -1837, 1998
-868, -1317, 1927
-923, -827, 1647
-955, -412, 1407
-903, -233, 1233
-,-,-
-388, -22, 198
-388, -22, 198
-341, -78, -4
-236, -270, -6
-117, -587, 174
-77, -799, 275
-64, -896, 362
-131, -843, 441
-215, -716, 441
-234, -727, 561
-234, -727, 561
-231, -679, 805
-198, -237, 961
-151, 586, 1021
-78, 1557, 1177
-111, 1997, 1331
-189, 1997, 1406
-58, 1997, 1078
13, 1951, 611
45, 1021, 504
41, -350, 789
-120, -1539, 1387
-396, -1998, 1965
-648, -1996, 1998
-830, -1737, 1998
-911, -1227, 1882
-,-,-
-498, 255, 373
-446, 174, 354
-300, 22, 232
-177, -231, 153
-65, -668, 314
-12, -1059, 495
2, -1312, 481
2, -1312, 481
-47, -1300, 292
-125, -840, 382
-214, -6, 692
-270, 904, 882
-322, 1775, 1063
-345, 1997, 1298
-336, 1997, 1244
-257, 1996, 896
-172, 1512, 693
-159, 584, 682
-159, 584, 682
-203, -197, 790
-319, -768, 1268
-428, -1308, 1881
-574, -1506, 1892
-667, -1492, 1824
-768, -1240, 1844
-795, -945, 1620
-792, -594, 1230
-765, -320, 931
-,-,-
-491, 124, 195
-471, 45, 226
-465, 100, 396
-404, 83, 389
-365, 33, 368
-346, -20, 417
-346, -20, 417
-332, -23, 476
-340, 30, 435
-303, -38, 285
-262, -314, 146
-235, -681, 109
-174, -1085, 82
-91, -1364, 317
-78, -1055, 620
-86, -214, 975
-90, 899, 1331
-90, 899, 1331
-181, 1945, 1630
-205, 1997, 1766
-165, 1997, 1522
-78, 1997, 911
22, 1519, 679
75, 164, 945
-21, -913, 1225
-219, -1636, 1579
-433, -1845, 1926
-592, -1672, 1998
-719, -1322, 1913
-778, -1025, 1724
-807, -638, 1482
-759, -378, 1307
-697, -172, 1165
-680, 24, 1017
-,-,-
-152, -316, 42
-123, -617, 226
-123, -617, 226
-55, -1020, 501
-75, -1024, 630
-184, -629, 663
-294, -96, 660
-369, 334, 564
-404, 382, 448
-340, -124, 418
-248, -691, 801
-173, -510, 1201
-246, 500, 1541
-340, 1673, 1841
-393, 1997, 1807
-306, 1997, 1472
-76, 1997, 980
-76, 1997, 980
102, 1560, 490
148, 610, 425
131, -459, 720
-34, -1187, 1178
-230, -1714, 1698
-433, -1962, 1995
-589, -1865, 1998
-688, -1511, 1852
-727, -1029, 1354
-764, -573, 1034
-,-,-
-546, 217, 422
-487, 144, 359
-468, 49, 516
-491, 77, 702
-491, 77, 702
-470, 53, 630
-438, 103, 425
-393, 125, 276
-366, 60, 193
-300, -86, 126
-300, -86, 126
-245, -354, 54
-188, -803, 79
-128, -1346, 222
-57, -1636, 486
-20, -1304, 701
-1, -413, 849
-34, 714, 1169
-122, 1841, 1428
-274, 1997, 1634
-280, 1997, 1477
-92, 1997, 875
68, 1668, 530
68, 1668, 530
80, 359, 621
-57, -1073, 876
-271, -1932, 1257
-527, -1998, 1899
-750, -1812, 1998
-907, -1210, 1998
-952, -672, 1908
-911, -241, 1603
-845, 40, 1239
-807, 68, 1173
-,-,-
-477, 173, -17
-441, 96, 193
-371, -40, 304
-371, -40, 304
-327, -106, 514
-325, -27, 544
-283, -76, 502
-263, -295, 494
-268, -636, 477
-198, -1150, 426
-129, -1420, 396
-52, -1219, 415
-119, -369, 700
-243, 839, 1056
-297, 1840, 1317
-320, 1997, 1391
-342, 1997, 1353
-172, 1997, 1045
-39, 1816, 725
-14, 816, 716
-14, 816, 716
-51, -398, 847
-230, -1390, 1184
-460, -1795, 1735
-645, -1775, 1994
-784, -1426, 1978
-855, -931, 1799
-831, -501, 1389
-,-,-
-605, 82, 378
-559, 141, 306
-559, 141, 306
-495, 180, 244
-465, 155, 268
-423, 97, 303
-387, 7, 383
-292, -192, 348
-169, -618, 408
-142, -988, 470
-127, -1147, 350
-61, -1275, 327
-61, -1275, 327
-39, -952, 542
-86, -66, 742
-184, 953, 849
-263, 1732, 950
-315, 1997, 1014
-300, 1997, 912
-258, 1997, 702
-251, 1953, 591
-204, 1444, 608
-189, 826, 755
-163, 21, 1163
-163, 21, 1163
-186, -872, 1559
-331, -1359, 1717
-457, -1494, 1860
-551, -1577, 1984
-659, -1299, 1719
-710, -895, 1348
-744, -440, 1123
-813, -101, 1117
-,-,-
-364, -150, -231
-357, -235, 129
-349, -310, 658
-383, -177, 953
-429, -40, 958
-429, -40, 958
-462, 63, 803
-538, 177, 754
-509, 92, 666
-488, -137, 514
-375, -620, 404
-265, -1127, 332
-206, -1452, 466
-218, -1170, 580
-248, -390, 714
-294, 694, 1004
-304, 1665, 1159
-296, 1997, 1252
-336, 1997, 1184
-244, 1997, 903
-122, 1993, 525
-122, 1993, 525
